datetime,open,high,low,close,volume
2025-04-09 10:00:00,0.6681,0.6722,0.6646,0.6696,1974344.2
2025-04-09 11:00:00,0.6696,0.6718,0.6577,0.664,3612426.3
2025-04-09 12:00:00,0.664,0.6704,0.6566,0.6651,2839190.0
2025-04-09 13:00:00,0.6652,0.6807,0.6611,0.6723,4233245.2
2025-04-09 14:00:00,0.6724,0.6778,0.6568,0.6579,4061848.2
2025-04-09 15:00:00,0.6579,0.6691,0.6559,0.666,2495694.7
2025-04-09 16:00:00,0.6661,0.6955,0.6657,0.6875,4347604.7
2025-04-09 17:00:00,0.6875,0.7133,0.6791,0.7115,8093232.0
2025-04-09 18:00:00,0.711,0.7179,0.7041,0.708,3740686.9
2025-04-09 19:00:00,0.7083,0.7152,0.706,0.7062,2060455.4
2025-04-09 20:00:00,0.7063,0.7119,0.7017,0.7092,1611972.3
2025-04-09 21:00:00,0.7092,0.7194,0.7088,0.7142,2099697.6
2025-04-09 22:00:00,0.7143,0.7194,0.7115,0.7178,1082493.3
2025-04-09 23:00:00,0.7179,0.7179,0.7019,0.7042,1716307.0
2025-04-10 00:00:00,0.7043,0.7163,0.7,0.712,2655619.0
2025-04-10 01:00:00,0.7119,0.7165,0.6932,0.6947,2679197.9
2025-04-10 02:00:00,0.6948,0.699,0.6902,0.6932,1787415.3
2025-04-10 03:00:00,0.6933,0.6947,0.6824,0.6908,1814020.7
2025-04-10 04:00:00,0.6907,0.6918,0.6791,0.6806,1546539.0
2025-04-10 05:00:00,0.6806,0.6869,0.6781,0.6817,1866582.8
2025-04-10 06:00:00,0.6816,0.6817,0.6718,0.6753,1367016.7
2025-04-10 07:00:00,0.6754,0.6791,0.6672,0.6732,1925246.8
2025-04-10 08:00:00,0.6732,0.6756,0.6671,0.6743,1413108.6
2025-04-10 09:00:00,0.6742,0.6751,0.6646,0.6697,2134855.8
2025-04-10 10:00:00,0.6697,0.6698,0.6585,0.6627,2190717.5
2025-04-10 11:00:00,0.6626,0.664,0.6542,0.6574,2024846.7
2025-04-10 12:00:00,0.6573,0.6705,0.6535,0.6573,3312765.9
2025-04-10 13:00:00,0.6575,0.6578,0.6301,0.6333,7834482.0
2025-04-10 14:00:00,0.6332,0.6463,0.63,0.6379,5803164.6
2025-04-10 15:00:00,0.6379,0.6402,0.6143,0.6164,6390229.7
2025-04-10 16:00:00,0.6163,0.6226,0.6068,0.6135,4756549.3
2025-04-10 17:00:00,0.6135,0.6191,0.6128,0.6184,2333498.3
2025-04-10 18:00:00,0.6183,0.6264,0.6178,0.6225,1895427.9
