datetime,open,high,low,close,volume
2025-04-09 10:00:00,6.2524,6.2584,6.1947,6.2415,215246.0
2025-04-09 11:00:00,6.2414,6.2494,6.1579,6.2249,163127.0
2025-04-09 12:00:00,6.2248,6.2493,6.1498,6.1724,205436.0
2025-04-09 13:00:00,6.1734,6.2069,6.1199,6.2047,475401.0
2025-04-09 14:00:00,6.2048,6.2569,6.2022,6.2359,329139.0
2025-04-09 15:00:00,6.2362,6.3468,6.235,6.3375,290019.0
2025-04-09 16:00:00,6.3376,6.3662,6.3181,6.3216,164314.0
2025-04-09 17:00:00,6.3217,6.5059,6.3024,6.4942,871517.0
2025-04-09 18:00:00,6.4933,6.5132,6.4125,6.4251,637349.0
2025-04-09 19:00:00,6.425,6.4581,6.4089,6.4503,285521.0
2025-04-09 20:00:00,6.4507,6.6258,6.4507,6.5791,678929.0
2025-04-09 21:00:00,6.579,6.676,6.5587,6.675,320892.0
2025-04-09 22:00:00,6.6746,6.7817,6.6629,6.77,508074.0
2025-04-09 23:00:00,6.7697,6.868,6.7312,6.7973,469451.0
2025-04-10 00:00:00,6.7958,6.8149,6.7422,6.7654,372293.0
2025-04-10 01:00:00,6.7664,6.7909,6.7442,6.7713,234723.0
2025-04-10 02:00:00,6.7712,6.827,6.7478,6.8032,237158.0
2025-04-10 03:00:00,6.8028,6.811,6.7277,6.7677,226431.0
2025-04-10 04:00:00,6.7677,6.7821,6.7193,6.7338,236248.0
2025-04-10 05:00:00,6.7338,6.7578,6.7065,6.736,203644.0
2025-04-10 06:00:00,6.7362,6.7733,6.7336,6.7663,158139.0
2025-04-10 07:00:00,6.7664,6.79,6.703,6.7364,177434.0
2025-04-10 08:00:00,6.7363,6.755,6.678,6.7219,154090.0
2025-04-10 09:00:00,6.722,6.7362,6.7031,6.7144,142520.0
2025-04-10 10:00:00,6.7146,6.7427,6.7088,6.7327,115521.0
2025-04-10 11:00:00,6.7327,6.7402,6.6079,6.6946,158700.0
2025-04-10 12:00:00,6.6945,6.7124,6.6094,6.6102,199582.0
2025-04-10 13:00:00,6.6104,6.6126,6.4109,6.4251,668093.0
2025-04-10 14:00:00,6.425,6.4906,6.4089,6.4377,401146.0
2025-04-10 15:00:00,6.4377,6.443,6.2758,6.287,425264.0
2025-04-10 16:00:00,6.2874,6.4006,6.2502,6.3924,298233.0
2025-04-10 17:00:00,6.3926,6.4166,6.3597,6.4144,201910.0
2025-04-10 18:00:00,6.4142,6.4183,6.3743,6.4067,207884.0
2025-04-10 19:00:00,6.4067,6.434,6.3797,6.4216,230796.0
2025-04-10 20:00:00,6.4213,6.4284,6.4067,6.4151,179010.0
2025-04-10 21:00:00,6.4157,6.4324,6.4086,6.4131,128290.0
2025-04-10 22:00:00,6.4131,6.4289,6.3726,6.4214,168147.0
2025-04-10 23:00:00,6.4222,6.4343,6.4052,6.418,134155.0
2025-04-11 00:00:00,6.4178,6.4571,6.4149,6.4195,120541.0
2025-04-11 01:00:00,6.4196,6.4679,6.3989,6.4578,122879.0
2025-04-11 02:00:00,6.4578,6.487,6.4383,6.4551,236376.0
2025-04-11 03:00:00,6.4552,6.486,6.4374,6.4401,135261.0
2025-04-11 04:00:00,6.4401,6.464,6.4181,6.4182,99126.0
2025-04-11 05:00:00,6.4183,6.4633,6.4081,6.4494,134257.0
2025-04-11 06:00:00,6.4494,6.4598,6.43,6.4354,113503.0
2025-04-11 07:00:00,6.4354,6.4711,6.4249,6.4515,91878.0
2025-04-11 08:00:00,6.4515,6.4779,6.4301,6.4755,118676.0
2025-04-11 09:00:00,6.4746,6.4909,6.4549,6.4586,122709.0
2025-04-11 10:00:00,6.4587,6.4598,6.4201,6.4518,168746.0
2025-04-11 11:00:00,6.4515,6.4556,6.364,6.368,131721.0
2025-04-11 12:00:00,6.3679,6.4284,6.3467,6.3777,137458.0
2025-04-11 13:00:00,6.3777,6.4504,6.3736,6.4203,168887.0
2025-04-11 14:00:00,6.4203,6.4485,6.3892,6.3909,143720.0
2025-04-11 15:00:00,6.391,6.4187,6.3837,6.399,116310.0
2025-04-11 16:00:00,6.3989,6.4488,6.3626,6.4118,164624.0
2025-04-11 17:00:00,6.4118,6.4441,6.4,6.444,111119.0
2025-04-11 18:00:00,6.4441,6.4637,6.4,6.4087,172519.0
2025-04-11 19:00:00,6.4091,6.4096,6.3778,6.3914,125688.0
2025-04-11 20:00:00,6.3914,6.4194,6.3743,6.4178,102869.0
2025-04-11 21:00:00,6.4178,6.4562,6.4051,6.4188,94181.0
2025-04-11 22:00:00,6.4186,6.4202,6.3821,6.3968,66928.0
2025-04-11 23:00:00,6.3969,6.4122,6.3903,6.4002,77783.0
2025-04-12 00:00:00,6.4003,6.4388,6.3889,6.4357,103051.0
2025-04-12 01:00:00,6.4358,6.465,6.4282,6.4352,104338.0
2025-04-12 02:00:00,6.4353,6.4401,6.4084,6.4257,56543.0
2025-04-12 03:00:00,6.4257,6.4378,6.3976,6.4295,72022.0
2025-04-12 04:00:00,6.4296,6.4412,6.4189,6.425,81056.0
2025-04-12 05:00:00,6.425,6.4268,6.3905,6.3926,107604.0
2025-04-12 06:00:00,6.3926,6.4049,6.371,6.3854,75876.0
2025-04-12 07:00:00,6.3853,6.3905,6.374,6.3745,85167.0
2025-04-12 08:00:00,6.3744,6.4377,6.3587,6.3828,226360.0
2025-04-12 09:00:00,6.3827,6.39,6.3681,6.3735,64566.0
2025-04-12 10:00:00,6.3735,6.3912,6.3606,6.387,73322.0
2025-04-12 11:00:00,6.387,6.3986,6.3257,6.3345,79219.0
2025-04-12 12:00:00,6.3345,6.3771,6.3207,6.3582,142279.0
2025-04-12 13:00:00,6.3583,6.3693,6.3227,6.3349,132756.0
2025-04-12 14:00:00,6.3348,6.3762,6.3187,6.3348,165154.0
2025-04-12 15:00:00,6.334,6.3465,6.3156,6.3262,91645.0
2025-04-12 16:00:00,6.3255,6.3542,6.3242,6.3304,88011.0
2025-04-12 17:00:00,6.3301,6.347,6.2737,6.2813,88784.0
2025-04-12 18:00:00,6.2813,6.3019,6.2721,6.2735,87102.0
2025-04-12 19:00:00,6.2735,6.2882,6.26,6.2617,58750.0
2025-04-12 20:00:00,6.2617,6.271,6.2353,6.2489,79217.0
2025-04-12 21:00:00,6.2486,6.3234,6.2223,6.3144,96611.0
2025-04-12 22:00:00,6.3144,6.3456,6.2796,6.2849,119091.0
2025-04-12 23:00:00,6.285,6.2854,6.2387,6.2606,56872.0
2025-04-13 00:00:00,6.2607,6.3216,6.2607,6.291,175355.0
2025-04-13 01:00:00,6.2915,6.3002,6.261,6.2891,101435.0
2025-04-13 02:00:00,6.2893,6.3073,6.2577,6.2626,173678.0
2025-04-13 03:00:00,6.2632,6.2929,6.24,6.2762,161232.0
2025-04-13 04:00:00,6.2761,6.2934,6.2623,6.2735,212716.0
2025-04-13 05:00:00,6.2734,6.2923,6.2548,6.2888,103819.0
2025-04-13 06:00:00,6.2888,6.3017,6.26,6.2614,129593.0
2025-04-13 07:00:00,6.2614,6.2981,6.2562,6.2758,139828.0
2025-04-13 08:00:00,6.2759,6.3501,6.2601,6.3446,224901.0
2025-04-13 09:00:00,6.3451,6.3455,6.3003,6.3135,65232.0
2025-04-13 10:00:00,6.3128,6.3354,6.3006,6.3062,58620.0
2025-04-13 11:00:00,6.3062,6.3077,6.2801,6.2842,61179.0
2025-04-13 12:00:00,6.2844,6.2861,6.1895,6.2054,240168.0
2025-04-13 13:00:00,6.2067,6.2217,6.1606,6.1827,186775.0
2025-04-13 14:00:00,6.182,6.1946,6.139,6.1687,201993.0
2025-04-13 15:00:00,6.1686,6.1869,6.124,6.1362,182002.0
2025-04-13 16:00:00,6.1356,6.1541,5.7982,5.8045,722620.0
2025-04-13 17:00:00,5.8048,5.8663,5.6842,5.6869,1155635.0
2025-04-13 18:00:00,5.6871,5.6929,1.0895,1.3705,30131273.0
2025-04-13 19:00:00,1.3717,1.3874,0.37,0.495,98453289.0
2025-04-13 20:00:00,0.495,0.7581,0.4894,0.7448,111194520.0
2025-04-13 21:00:00,0.7444,1.3805,0.7355,1.061,117322697.0
2025-04-13 22:00:00,1.061,1.28,0.9356,1.0961,64569062.0
2025-04-13 23:00:00,1.0962,1.1592,0.9548,1.0092,44224024.0
2025-04-14 00:00:00,1.009,1.1,0.7726,0.8147,42406748.0
2025-04-14 01:00:00,0.8149,0.948,0.7589,0.9083,33377001.0
2025-04-14 02:00:00,0.9081,0.922,0.8219,0.9007,21424940.0
2025-04-14 03:00:00,0.9007,0.9089,0.7252,0.7623,22820268.0
2025-04-14 04:00:00,0.7621,0.8272,0.7214,0.8188,25390643.0
2025-04-14 05:00:00,0.8188,0.8374,0.7565,0.785,21769710.0
2025-04-14 06:00:00,0.7849,0.7972,0.7424,0.7475,18110762.0
2025-04-14 07:00:00,0.7476,0.7481,0.6734,0.7189,30191529.0
2025-04-14 08:00:00,0.7187,0.7264,0.6777,0.689,19208741.0
2025-04-14 09:00:00,0.6887,0.6997,0.656,0.674,19612499.0
2025-04-14 10:00:00,0.6739,0.7808,0.6708,0.7309,27475374.0
2025-04-14 11:00:00,0.731,0.7485,0.7007,0.7207,17279530.0
2025-04-14 12:00:00,0.7206,0.756,0.6732,0.7018,28626131.0
2025-04-14 13:00:00,0.7018,0.77,0.697,0.7195,24513066.0
2025-04-14 14:00:00,0.7196,0.7268,0.6951,0.6973,19157581.0
2025-04-14 15:00:00,0.6973,0.7104,0.5132,0.5411,49234836.0
2025-04-14 16:00:00,0.5411,0.5531,0.4863,0.5147,52666207.0
2025-04-14 17:00:00,0.5148,0.5296,0.4978,0.5094,27180041.0
2025-04-14 18:00:00,0.5094,0.5436,0.4646,0.5274,29922849.0
2025-04-14 19:00:00,0.5273,0.5467,0.5109,0.5432,21392446.0
2025-04-14 20:00:00,0.5431,0.678,0.541,0.6017,54390904.0
2025-04-14 21:00:00,0.6015,0.627,0.581,0.5913,18036510.0
2025-04-14 22:00:00,0.5918,0.605,0.5712,0.5986,11525206.0
2025-04-14 23:00:00,0.5987,0.6123,0.5778,0.5969,11525370.0
2025-04-15 00:00:00,0.5969,0.6444,0.5892,0.6059,12530490.0
2025-04-15 01:00:00,0.6059,0.621,0.5874,0.6081,7877135.0
2025-04-15 02:00:00,0.608,0.616,0.5891,0.608,6330858.0
2025-04-15 03:00:00,0.6079,0.6297,0.6079,0.6244,5914945.0
2025-04-15 04:00:00,0.6246,0.6376,0.605,0.614,6343528.0
2025-04-15 05:00:00,0.6138,0.6206,0.5937,0.6049,7960500.0
2025-04-15 06:00:00,0.6049,0.6233,0.5942,0.6153,6931144.0
2025-04-15 07:00:00,0.6154,0.6232,0.6111,0.6197,4168096.0
