datetime,open,high,low,close,volume
2025-04-09 10:00:00,0.14635,0.14824,0.14547,0.14753,52892661.0
2025-04-09 11:00:00,0.14753,0.14755,0.14311,0.14385,147610074.0
2025-04-09 12:00:00,0.14385,0.14697,0.14296,0.14595,66873133.0
2025-04-09 13:00:00,0.14594,0.14922,0.14537,0.14679,97038458.0
2025-04-09 14:00:00,0.14679,0.14808,0.14506,0.14517,79011425.0
2025-04-09 15:00:00,0.14517,0.14709,0.14506,0.14615,33393088.0
2025-04-09 16:00:00,0.14615,0.14905,0.14581,0.14892,52917031.0
2025-04-09 17:00:00,0.14892,0.16159,0.14713,0.16136,472854133.0
2025-04-09 18:00:00,0.16135,0.1621,0.15908,0.15947,183579699.0
2025-04-09 19:00:00,0.15947,0.16109,0.15922,0.16031,88889733.0
2025-04-09 20:00:00,0.16032,0.16285,0.16014,0.16274,43943716.0
2025-04-09 21:00:00,0.16275,0.16428,0.16133,0.16299,75810716.0
2025-04-09 22:00:00,0.16299,0.16333,0.16139,0.16155,40176322.0
2025-04-09 23:00:00,0.16155,0.16186,0.16008,0.16031,42452209.0
2025-04-10 00:00:00,0.1603,0.16047,0.15666,0.15859,70619702.0
2025-04-10 01:00:00,0.15859,0.15888,0.15707,0.15769,51905744.0
2025-04-10 02:00:00,0.15769,0.15828,0.15676,0.15692,26972181.0
2025-04-10 03:00:00,0.15693,0.15702,0.15361,0.1555,75766515.0
2025-04-10 04:00:00,0.15551,0.15612,0.15436,0.156,36248335.0
2025-04-10 05:00:00,0.156,0.15752,0.15569,0.157,50751789.0
2025-04-10 06:00:00,0.15701,0.15802,0.15671,0.15762,38137327.0
2025-04-10 07:00:00,0.15762,0.15837,0.15534,0.15606,54478630.0
2025-04-10 08:00:00,0.15607,0.15673,0.15527,0.15563,31850749.0
2025-04-10 09:00:00,0.15562,0.15696,0.15494,0.15662,29915956.0
2025-04-10 10:00:00,0.15661,0.15689,0.15524,0.15621,32947308.0
2025-04-10 11:00:00,0.15621,0.15653,0.15501,0.15629,25140694.0
2025-04-10 12:00:00,0.15629,0.15858,0.15534,0.1562,126664724.0
2025-04-10 13:00:00,0.15621,0.15713,0.15373,0.15473,73131717.0
2025-04-10 14:00:00,0.15472,0.15709,0.15394,0.15537,41258920.0
2025-04-10 15:00:00,0.15537,0.15563,0.14918,0.14959,106790117.0
2025-04-10 16:00:00,0.1496,0.15171,0.14884,0.15139,93224470.0
2025-04-10 17:00:00,0.15139,0.15205,0.15014,0.15153,44098572.0
2025-04-10 18:00:00,0.15153,0.15342,0.15142,0.15327,32089692.0
2025-04-10 19:00:00,0.15326,0.15479,0.15302,0.15381,34547620.0
2025-04-10 20:00:00,0.1538,0.15571,0.15379,0.15516,24724599.0
2025-04-10 21:00:00,0.15516,0.15534,0.15374,0.15418,15070177.0
2025-04-10 22:00:00,0.15419,0.15456,0.15372,0.15374,17793634.0
2025-04-10 23:00:00,0.15375,0.1544,0.15311,0.15357,17402020.0
2025-04-11 00:00:00,0.15356,0.15474,0.15327,0.15347,23702110.0
2025-04-11 01:00:00,0.15347,0.15673,0.15339,0.15656,30328025.0
2025-04-11 02:00:00,0.15657,0.15759,0.1557,0.15627,31309726.0
2025-04-11 03:00:00,0.15627,0.15689,0.15618,0.15671,28530930.0
2025-04-11 04:00:00,0.1567,0.15734,0.15616,0.15651,18017056.0
2025-04-11 05:00:00,0.15652,0.15728,0.15581,0.15714,15284291.0
2025-04-11 06:00:00,0.15713,0.15826,0.15713,0.15728,34843109.0
2025-04-11 07:00:00,0.15729,0.15785,0.15648,0.15714,22759510.0
2025-04-11 08:00:00,0.15715,0.15828,0.1562,0.15732,37378132.0
2025-04-11 09:00:00,0.15732,0.15911,0.15674,0.15898,34849945.0
