datetime,symbol,action,price,sentiment
2025-04-14 20:00:00,TRUMPUSDT,CLOSE-LONG,8.01,0.0861
2025-04-14 21:00:00,TRUMPUSDT,CLOSE-LONG,7.97,0.0861
2025-04-14 22:00:00,TRUMPUSDT,CLOSE-LONG,7.91,0.0861
2025-04-14 23:00:00,TRUMPUSDT,CLOSE-LONG,7.88,0.0861
2025-04-15 00:00:00,TRUMPUSDT,CLOSE-LONG,7.94,0.0861
2025-04-15 01:00:00,TRUMPUSDT,CLOSE-LONG,8.0,0.0861
2025-04-15 02:00:00,TRUMPUSDT,CLOSE-LONG,7.98,0.0861
2025-04-15 03:00:00,TRUMPUSDT,CLOSE-LONG,8.2,0.0861
2025-04-15 04:00:00,TRUMPUSDT,CLOSE-LONG,8.11,0.0861
2025-04-15 05:00:00,TRUMPUSDT,CLOSE-LONG,8.07,0.0861
2025-04-15 06:00:00,TRUMPUSDT,CLOSE-LONG,8.05,0.0861
2025-04-15 07:00:00,TRUMPUSDT,CLOSE-LONG,8.05,0.0861
2025-04-15 08:00:00,TRUMPUSDT,CLOSE-LONG,7.98,0.0861
2025-04-15 09:00:00,TRUMPUSDT,CLOSE-LONG,8.06,0.0861
2025-04-15 10:00:00,TRUMPUSDT,CLOSE-LONG,7.95,0.0861
2025-04-15 11:00:00,TRUMPUSDT,CLOSE-LONG,7.95,0.0861
2025-04-15 12:00:00,TRUMPUSDT,CLOSE-LONG,7.95,0.0861
2025-04-15 13:00:00,TRUMPUSDT,CLOSE-LONG,7.93,0.0861
2025-04-15 14:00:00,TRUMPUSDT,CLOSE-LONG,7.84,0.0861
2025-04-15 15:00:00,TRUMPUSDT,CLOSE-LONG,7.85,0.0861
2025-04-15 16:00:00,TRUMPUSDT,CLOSE-LONG,7.84,0.0861
2025-04-15 17:00:00,TRUMPUSDT,CLOSE-LONG,7.89,0.0861
2025-04-15 18:00:00,TRUMPUSDT,CLOSE-LONG,7.85,0.0861
2025-04-15 19:00:00,TRUMPUSDT,CLOSE-LONG,7.83,0.0861
2025-04-15 20:00:00,TRUMPUSDT,CLOSE-LONG,7.83,0.0861
2025-04-15 21:00:00,TRUMPUSDT,CLOSE-LONG,7.89,0.0861
2025-04-15 22:00:00,TRUMPUSDT,CLOSE-LONG,7.84,0.0861
2025-04-15 23:00:00,TRUMPUSDT,CLOSE-LONG,7.82,0.0861
2025-04-16 00:00:00,TRUMPUSDT,CLOSE-LONG,7.79,0.0861
2025-04-16 01:00:00,TRUMPUSDT,CLOSE-LONG,7.91,0.0861
2025-04-16 02:00:00,TRUMPUSDT,CLOSE-LONG,7.94,0.0861
2025-04-16 03:00:00,TRUMPUSDT,CLOSE-LONG,7.93,0.0861
2025-04-16 04:00:00,TRUMPUSDT,CLOSE-LONG,7.9,0.0861
2025-04-16 05:00:00,TRUMPUSDT,CLOSE-LONG,7.86,0.0861
2025-04-16 06:00:00,TRUMPUSDT,CLOSE-LONG,7.94,0.0861
2025-04-16 07:00:00,TRUMPUSDT,CLOSE-LONG,7.9,0.0861
2025-04-16 08:00:00,TRUMPUSDT,CLOSE-LONG,8.04,0.0861
2025-04-16 09:00:00,TRUMPUSDT,CLOSE-LONG,7.94,0.0861
