datetime,symbol,action,price,sentiment
2025-04-13 12:00:00,OMUSDT,CLOSE-LONG,6.21,0.0181
2025-04-13 13:00:00,OMUSDT,CLOSE-LONG,6.18,0.0181
2025-04-13 14:00:00,OMUSDT,CLOSE-LONG,6.17,0.0181
2025-04-13 15:00:00,OMUSDT,CLOSE-LONG,6.14,0.0181
2025-04-13 16:00:00,OMUSDT,CLOSE-LONG,5.8,0.0181
2025-04-13 17:00:00,OMUSDT,CLOSE-LONG,5.69,0.0181
2025-04-13 18:00:00,OMUSDT,CLOSE-LONG,1.37,0.0181
2025-04-13 19:00:00,OMUSDT,CLOSE-LONG,0.49,0.0181
2025-04-13 20:00:00,OMUSDT,CLOSE-LONG,0.74,0.0181
2025-04-13 21:00:00,OMUSDT,CLOSE-LONG,1.06,0.0181
2025-04-13 22:00:00,OMUSDT,CLOSE-LONG,1.1,0.0181
2025-04-13 23:00:00,OMUSDT,CLOSE-LONG,1.01,0.0181
2025-04-14 00:00:00,OMUSDT,CLOSE-LONG,0.81,0.0181
2025-04-14 01:00:00,OMUSDT,CLOSE-LONG,0.91,0.0181
2025-04-14 02:00:00,OMUSDT,CLOSE-LONG,0.9,0.0181
2025-04-14 03:00:00,OMUSDT,CLOSE-LONG,0.76,0.0181
2025-04-14 04:00:00,OMUSDT,CLOSE-LONG,0.82,0.0181
2025-04-14 05:00:00,OMUSDT,CLOSE-LONG,0.79,0.0181
2025-04-14 06:00:00,OMUSDT,CLOSE-LONG,0.75,0.0181
2025-04-14 07:00:00,OMUSDT,CLOSE-LONG,0.72,0.0181
2025-04-14 08:00:00,OMUSDT,CLOSE-LONG,0.69,0.0181
2025-04-14 09:00:00,OMUSDT,CLOSE-LONG,0.67,0.0181
2025-04-14 10:00:00,OMUSDT,CLOSE-LONG,0.73,0.0181
2025-04-14 11:00:00,OMUSDT,CLOSE-LONG,0.72,0.0181
2025-04-14 12:00:00,OMUSDT,CLOSE-LONG,0.7,0.0181
2025-04-14 13:00:00,OMUSDT,CLOSE-LONG,0.72,0.0181
2025-04-14 14:00:00,OMUSDT,CLOSE-LONG,0.7,0.0181
